ID,sex,personal_status,checking_account_status,credit_duration_months,credit_history,credit_purpose,credit_amount,savings,employed_since_years,installment_rate,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,num_existing_credits,job_status,num_people_liable_for,telephone,foreign_worker,credit_risk,age_groups
971,male,married/widowed,... >= 200 DM,24,no credits taken/all credits paid back duly,others,7393,unknown/no savings account,1 <= ... < 4 years,>= 35,none,>= 7 yrs,car or other,43,none,rent,1,unskilled - resident,3 or more,False,False,0,1
745,male,married/widowed,no checking account,13,all credits at this bank paid back duly,retraining,1797,unknown/no savings account,... < 1 year,20 <= ... < 25,none,< 1 yr,car or other,28,bank,rent,2-3,unskilled - resident,0 to 2,False,False,0,1
559,male,married/widowed,... < 0 DM,18,all credits at this bank paid back duly,car (used),1928,unknown/no savings account,... < 1 year,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown/no property,31,none,rent,2-3,unskilled - resident,0 to 2,False,False,1,1
313,female,single,... < 0 DM,12,no credits taken/all credits paid back duly,others,685,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,25,bank,rent,1,unskilled - resident,0 to 2,False,False,1,1
571,male,married/widowed,... >= 200 DM,30,all credits at this bank paid back duly,furniture/equipment,5954,unknown/no savings account,4 <= ... < 7 years,20 <= ... < 25,co-applicant,1 <= ... < 4 yrs,building society savings agreement/life insurance,38,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
792,female,single,... >= 200 DM,6,all credits at this bank paid back duly,car (used),1221,.. >= 1000 DM,1 <= ... < 4 years,>= 35,none,1 <= ... < 4 yrs,car or other,27,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
961,male,divorced/separated,... < 0 DM,21,existing credits paid back duly till now,others,2353,unknown/no savings account,1 <= ... < 4 years,>= 35,none,>= 7 yrs,car or other,47,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
281,male,married/widowed,... >= 200 DM,12,no credits taken/all credits paid back duly,car (used),1574,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,unknown/no property,50,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
739,female/male,female (non-single) or male (single),... < 0 DM,30,delay in paying off in the past,retraining,4280,... < 100 DM,1 <= ... < 4 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,26,none,for free,2-3,unskilled - resident,0 to 2,False,False,1,1
859,male,married/widowed,... >= 200 DM,9,no credits taken/all credits paid back duly,others,3577,... < 100 DM,1 <= ... < 4 years,>= 35,guarantor,1 <= ... < 4 yrs,unknown/no property,26,none,for free,1,skilled employee/official,3 or more,False,True,0,1
919,male,married/widowed,no checking account,24,no credits taken/all credits paid back duly,car (used),3345,unknown/no savings account,.. >= 7 years,< 20,none,1 <= ... < 4 yrs,car or other,39,none,for free,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
50,male,married/widowed,... < 0 DM,24,existing credits paid back duly till now,car (used),2333,.. >= 1000 DM,... < 1 year,< 20,none,1 <= ... < 4 yrs,car or other,29,bank,rent,1,unskilled - resident,0 to 2,False,False,0,1
452,male,married/widowed,... >= 200 DM,12,delay in paying off in the past,car (used),2759,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,car or other,34,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
193,female,single,... >= 200 DM,6,no credits taken/all credits paid back duly,furniture/equipment,2108,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown/no property,29,none,for free,1,skilled employee/official,0 to 2,False,False,0,1
521,female/male,female (non-single) or male (single),no checking account,18,no credits taken/all credits paid back duly,furniture/equipment,3190,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown/no property,24,none,rent,1,skilled employee/official,0 to 2,False,False,1,0
778,male,married/widowed,... >= 200 DM,36,all credits at this bank paid back duly,car (new),5711,500 <= ... < 1000 DM,.. >= 7 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,38,none,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
660,female,single,0 <= ... < 200 DM,12,no credits taken/all credits paid back duly,furniture/equipment,1297,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,>= 7 yrs,unknown/no property,23,none,for free,1,skilled employee/official,0 to 2,False,False,0,0
134,female/male,female (non-single) or male (single),... >= 200 DM,60,no credits taken/all credits paid back duly,furniture/equipment,10144,... < 100 DM,4 <= ... < 7 years,25 <= ... < 35,none,>= 7 yrs,unknown/no property,21,none,rent,1,skilled employee/official,0 to 2,True,False,0,0
905,male,married/widowed,no checking account,12,no credits taken/all credits paid back duly,furniture/equipment,1107,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown/no property,20,none,for free,1,management/self-employed/highly qualified employee/officer,3 or more,True,False,0,0
491,female/male,female (non-single) or male (single),... < 0 DM,27,delay in paying off in the past,retraining,8318,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,real estate,42,none,own,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
526,female/male,female (non-single) or male (single),... >= 200 DM,15,all credits at this bank paid back duly,repairs,1532,... < 100 DM,1 <= ... < 4 years,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,31,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
836,female/male,female (non-single) or male (single),... >= 200 DM,12,no credits taken/all credits paid back duly,furniture/equipment,886,.. >= 1000 DM,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,21,none,rent,1,skilled employee/official,0 to 2,False,False,0,0
590,female/male,female (non-single) or male (single),no checking account,12,all credits at this bank paid back duly,furniture/equipment,385,unknown/no savings account,4 <= ... < 7 years,< 20,none,4 <= ... < 7 yrs,unknown/no property,58,none,rent,>= 6,unskilled - resident,0 to 2,True,False,0,1
735,female/male,female (non-single) or male (single),... < 0 DM,36,critical account/other credits existing (not at this bank),radio/television,3990,.. >= 1000 DM,... < 1 year,20 <= ... < 25,none,1 <= ... < 4 yrs,real estate,29,bank,rent,1,unemployed/unskilled - non-resident,0 to 2,False,False,0,1
828,male,married/widowed,no checking account,36,no credits taken/all credits paid back duly,car (new),8335,.. >= 1000 DM,.. >= 7 years,20 <= ... < 25,none,>= 7 yrs,real estate,47,none,own,1,skilled employee/official,0 to 2,False,False,1,1
975,female/male,female (non-single) or male (single),0 <= ... < 200 DM,24,no credits taken/all credits paid back duly,furniture/equipment,1258,100 <= ... < 500 DM,1 <= ... < 4 years,20 <= ... < 25,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,57,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
703,male,married/widowed,... < 0 DM,30,existing credits paid back duly till now,retraining,2503,... < 100 DM,.. >= 7 years,< 20,none,1 <= ... < 4 yrs,car or other,41,stores,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
675,female/male,female (non-single) or male (single),... >= 200 DM,30,all credits at this bank paid back duly,furniture/equipment,4530,unknown/no savings account,4 <= ... < 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,26,none,for free,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
898,female/male,female (non-single) or male (single),... >= 200 DM,15,no credits taken/all credits paid back duly,car (used),2186,.. >= 1000 DM,4 <= ... < 7 years,>= 35,none,>= 7 yrs,unknown/no property,33,bank,for free,1,unskilled - resident,0 to 2,False,False,0,1
409,female,single,0 <= ... < 200 DM,12,all credits at this bank paid back duly,others,939,100 <= ... < 500 DM,4 <= ... < 7 years,< 20,none,1 <= ... < 4 yrs,unknown/no property,28,none,rent,4-5,skilled employee/official,0 to 2,True,False,1,1
64,female/male,female (non-single) or male (single),... >= 200 DM,24,no credits taken/all credits paid back duly,furniture/equipment,3181,unknown/no savings account,... < 1 year,< 20,none,>= 7 yrs,car or other,26,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
699,male,married/widowed,0 <= ... < 200 DM,15,no credits taken/all credits paid back duly,repairs,1905,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,40,none,for free,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
472,male,married/widowed,no checking account,9,no credits taken/all credits paid back duly,others,654,unknown/no savings account,1 <= ... < 4 years,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,28,none,rent,1,unskilled - resident,0 to 2,False,False,1,1
129,female/male,female (non-single) or male (single),no checking account,12,all credits at this bank paid back duly,others,3499,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,co-applicant,1 <= ... < 4 yrs,unknown/no property,29,none,rent,2-3,skilled employee/official,0 to 2,False,False,1,1
272,male,married/widowed,... < 0 DM,48,critical account/other credits existing (not at this bank),others,12169,.. >= 1000 DM,unemployed,< 20,co-applicant,>= 7 yrs,real estate,36,none,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
6,male,married/widowed,... >= 200 DM,24,no credits taken/all credits paid back duly,car (used),2835,100 <= ... < 500 DM,.. >= 7 years,20 <= ... < 25,none,>= 7 yrs,car or other,53,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
683,female,single,... >= 200 DM,24,all credits at this bank paid back duly,furniture/equipment,5103,unknown/no savings account,... < 1 year,20 <= ... < 25,none,4 <= ... < 7 yrs,real estate,47,none,own,4-5,skilled employee/official,0 to 2,True,False,0,1
329,male,married/widowed,... < 0 DM,6,no credits taken/all credits paid back duly,furniture/equipment,1068,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,28,none,rent,1,skilled employee/official,3 or more,False,False,0,1
869,female/male,female (non-single) or male (single),no checking account,12,no credits taken/all credits paid back duly,car (used),652,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,car or other,24,none,for free,1,skilled employee/official,0 to 2,False,False,0,0
300,female/male,female (non-single) or male (single),... >= 200 DM,6,no credits taken/all credits paid back duly,others,672,unknown/no savings account,unemployed,>= 35,none,>= 7 yrs,unknown/no property,54,none,rent,1,unemployed/unskilled - non-resident,0 to 2,True,False,0,1
668,male,married/widowed,no checking account,12,all credits at this bank paid back duly,others,4843,unknown/no savings account,.. >= 7 years,20 <= ... < 25,co-applicant,>= 7 yrs,car or other,43,none,for free,2-3,skilled employee/official,0 to 2,True,False,1,1
579,female,single,... >= 200 DM,24,no credits taken/all credits paid back duly,vacation,937,unknown/no savings account,... < 1 year,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,27,none,rent,2-3,unskilled - resident,0 to 2,False,False,0,1
666,male,married/widowed,... < 0 DM,30,critical account/other credits existing (not at this bank),car (used),3496,500 <= ... < 1000 DM,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,34,stores,rent,1,skilled employee/official,3 or more,True,False,0,1
581,male,married/widowed,... < 0 DM,12,all credits at this bank paid back duly,others,3124,unknown/no savings account,... < 1 year,>= 35,none,4 <= ... < 7 yrs,unknown/no property,49,bank,rent,2-3,unskilled - resident,3 or more,False,False,0,1
446,female/male,female (non-single) or male (single),no checking account,36,no credits taken/all credits paid back duly,others,1842,unknown/no savings account,... < 1 year,< 20,none,>= 7 yrs,building society savings agreement/life insurance,34,none,rent,1,skilled employee/official,0 to 2,True,False,1,1
759,male,married/widowed,no checking account,12,all credits at this bank paid back duly,others,691,unknown/no savings account,.. >= 7 years,< 20,none,4 <= ... < 7 yrs,car or other,35,none,rent,2-3,skilled employee/official,0 to 2,False,False,1,1
373,male,married/widowed,... >= 200 DM,60,all credits at this bank paid back duly,others,13756,.. >= 1000 DM,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,real estate,63,bank,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
823,male,married/widowed,no checking account,8,all credits at this bank paid back duly,others,731,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,unknown/no property,47,none,rent,2-3,unskilled - resident,0 to 2,False,False,0,1
793,male,divorced/separated,0 <= ... < 200 DM,24,no credits taken/all credits paid back duly,car (used),2892,unknown/no savings account,.. >= 7 years,20 <= ... < 25,none,>= 7 yrs,real estate,51,none,own,1,skilled employee/official,0 to 2,False,False,0,1
260,male,married/widowed,no checking account,12,no credits taken/all credits paid back duly,car (used),1657,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,unknown/no property,27,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
442,male,married/widowed,... < 0 DM,20,existing credits paid back duly till now,business,2629,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,29,bank,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
478,male,married/widowed,... < 0 DM,12,no credits taken/all credits paid back duly,retraining,1037,... < 100 DM,4 <= ... < 7 years,20 <= ... < 25,none,>= 7 yrs,unknown/no property,39,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
583,male,married/widowed,... < 0 DM,36,no credits taken/all credits paid back duly,domestic appliances,2384,unknown/no savings account,... < 1 year,< 20,none,< 1 yr,real estate,33,none,for free,1,unskilled - resident,0 to 2,False,False,1,1
237,male,divorced/separated,... < 0 DM,21,no credits taken/all credits paid back duly,retraining,2767,... < 100 DM,.. >= 7 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,61,bank,for free,2-3,unskilled - resident,0 to 2,False,False,1,1
652,male,married/widowed,no checking account,24,no credits taken/all credits paid back duly,others,2303,unknown/no savings account,.. >= 7 years,< 20,co-applicant,< 1 yr,unknown/no property,45,none,rent,1,skilled employee/official,0 to 2,False,False,1,1
91,male,married/widowed,no checking account,12,all credits at this bank paid back duly,car (new),1409,unknown/no savings account,.. >= 7 years,< 20,none,4 <= ... < 7 yrs,unknown/no property,54,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
764,female,single,... >= 200 DM,24,all credits at this bank paid back duly,others,2463,... < 100 DM,4 <= ... < 7 years,< 20,none,4 <= ... < 7 yrs,car or other,27,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
587,male,married/widowed,no checking account,12,no credits taken/all credits paid back duly,car (used),1289,unknown/no savings account,1 <= ... < 4 years,< 20,guarantor,< 1 yr,car or other,21,none,rent,1,unskilled - resident,0 to 2,False,False,0,0
498,female,single,... < 0 DM,18,no credits taken/all credits paid back duly,furniture/equipment,1301,unknown/no savings account,.. >= 7 years,< 20,guarantor,1 <= ... < 4 yrs,unknown/no property,32,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
600,female/male,female (non-single) or male (single),... < 0 DM,7,no credits taken/all credits paid back duly,furniture/equipment,2329,unknown/no savings account,... < 1 year,>= 35,guarantor,< 1 yr,unknown/no property,45,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
90,male,married/widowed,... >= 200 DM,12,all credits at this bank paid back duly,furniture/equipment,618,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,unknown/no property,56,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
545,male,married/widowed,no checking account,24,existing credits paid back duly till now,others,1333,unknown/no savings account,unemployed,< 20,none,1 <= ... < 4 yrs,unknown/no property,43,none,own,2-3,skilled employee/official,3 or more,False,False,1,1
755,female/male,female (non-single) or male (single),no checking account,24,no credits taken/all credits paid back duly,others,1285,.. >= 1000 DM,4 <= ... < 7 years,< 20,none,>= 7 yrs,real estate,32,none,for free,1,skilled employee/official,0 to 2,False,False,1,1
920,female/male,female (non-single) or male (single),... >= 200 DM,18,all credits at this bank paid back duly,car (used),1817,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,real estate,28,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
24,female,single,... >= 200 DM,10,all credits at this bank paid back duly,car (used),2069,.. >= 1000 DM,1 <= ... < 4 years,25 <= ... < 35,none,< 1 yr,building society savings agreement/life insurance,26,none,rent,2-3,skilled employee/official,0 to 2,False,True,0,1
63,male,married/widowed,... < 0 DM,48,delay in paying off in the past,retraining,14421,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,25,none,rent,1,skilled employee/official,0 to 2,True,False,1,1
200,male,married/widowed,... >= 200 DM,9,all credits at this bank paid back duly,repairs,936,100 <= ... < 500 DM,.. >= 7 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,52,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
944,female/male,female (non-single) or male (single),no checking account,15,no credits taken/all credits paid back duly,car (used),1845,unknown/no savings account,... < 1 year,< 20,guarantor,< 1 yr,car or other,46,none,for free,1,skilled employee/official,0 to 2,False,False,0,1
771,female/male,female (non-single) or male (single),no checking account,36,all credits at this bank paid back duly,repairs,8065,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,1 <= ... < 4 yrs,real estate,25,none,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
361,male,married/widowed,0 <= ... < 200 DM,12,no credits taken/all credits paid back duly,furniture/equipment,3399,.. >= 1000 DM,.. >= 7 years,25 <= ... < 35,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,37,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,False,False,0,1
392,male,married/widowed,no checking account,36,no credits taken/all credits paid back duly,others,3249,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,none,>= 7 yrs,real estate,39,bank,own,1,management/self-employed/highly qualified employee/officer,3 or more,True,False,0,1
532,female,single,... >= 200 DM,12,existing credits paid back duly till now,car (new),1503,unknown/no savings account,1 <= ... < 4 years,< 20,none,>= 7 yrs,unknown/no property,41,none,for free,1,skilled employee/official,0 to 2,False,False,0,1
818,male,divorced/separated,no checking account,36,no credits taken/all credits paid back duly,business,15857,unknown/no savings account,unemployed,25 <= ... < 35,co-applicant,4 <= ... < 7 yrs,building society savings agreement/life insurance,43,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,False,False,0,1
471,female/male,female (non-single) or male (single),no checking account,6,no credits taken/all credits paid back duly,repairs,448,unknown/no savings account,... < 1 year,< 20,none,>= 7 yrs,car or other,23,none,rent,1,skilled employee/official,0 to 2,False,False,1,0
862,female/male,female (non-single) or male (single),no checking account,24,no credits taken/all credits paid back duly,furniture/equipment,2439,unknown/no savings account,... < 1 year,< 20,none,>= 7 yrs,unknown/no property,35,none,rent,1,skilled employee/official,0 to 2,True,False,1,1
639,male,married/widowed,no checking account,42,existing credits paid back duly till now,furniture/equipment,4370,unknown/no savings account,4 <= ... < 7 years,20 <= ... < 25,none,1 <= ... < 4 yrs,car or other,26,bank,rent,2-3,skilled employee/official,3 or more,True,False,1,1
938,male,married/widowed,... < 0 DM,60,no credits taken/all credits paid back duly,repairs,6288,unknown/no savings account,1 <= ... < 4 years,< 20,none,>= 7 yrs,real estate,42,none,own,1,skilled employee/official,0 to 2,False,False,1,1
816,male,divorced/separated,... >= 200 DM,6,no credits taken/all credits paid back duly,radio/television,1338,100 <= ... < 500 DM,1 <= ... < 4 years,>= 35,none,>= 7 yrs,unknown/no property,62,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
441,female/male,female (non-single) or male (single),no checking account,12,no credits taken/all credits paid back duly,car (used),1620,unknown/no savings account,1 <= ... < 4 years,25 <= ... < 35,co-applicant,4 <= ... < 7 yrs,car or other,30,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
391,female/male,female (non-single) or male (single),... < 0 DM,12,no credits taken/all credits paid back duly,car (used),983,500 <= ... < 1000 DM,... < 1 year,>= 35,none,>= 7 yrs,unknown/no property,19,none,for free,1,unskilled - resident,0 to 2,False,False,0,0
721,female/male,female (non-single) or male (single),... < 0 DM,6,critical account/other credits existing (not at this bank),repairs,433,500 <= ... < 1000 DM,... < 1 year,< 20,none,1 <= ... < 4 yrs,car or other,24,bank,for free,1,skilled employee/official,3 or more,False,False,1,0
483,female/male,female (non-single) or male (single),... >= 200 DM,15,existing credits paid back duly till now,car (used),960,500 <= ... < 1000 DM,4 <= ... < 7 years,20 <= ... < 25,none,1 <= ... < 4 yrs,car or other,30,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
481,male,married/widowed,... < 0 DM,24,no credits taken/all credits paid back duly,others,1201,unknown/no savings account,... < 1 year,< 20,none,< 1 yr,car or other,26,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
966,male,married/widowed,... < 0 DM,27,all credits at this bank paid back duly,furniture/equipment,2520,100 <= ... < 500 DM,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,car or other,23,none,rent,2-3,unskilled - resident,0 to 2,False,False,1,0
249,female/male,female (non-single) or male (single),... >= 200 DM,18,no credits taken/all credits paid back duly,furniture/equipment,433,unknown/no savings account,unemployed,20 <= ... < 25,co-applicant,>= 7 yrs,unknown/no property,22,none,for free,1,skilled employee/official,0 to 2,False,False,1,0
589,male,married/widowed,no checking account,12,all credits at this bank paid back duly,car (used),2246,unknown/no savings account,.. >= 7 years,20 <= ... < 25,none,4 <= ... < 7 yrs,car or other,60,none,rent,2-3,skilled employee/official,0 to 2,False,False,1,1
153,female/male,female (non-single) or male (single),... < 0 DM,24,all credits at this bank paid back duly,car (new),7758,500 <= ... < 1000 DM,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,real estate,29,none,for free,1,skilled employee/official,0 to 2,False,False,0,1
319,female/male,female (non-single) or male (single),no checking account,15,existing credits paid back duly till now,car (used),3643,unknown/no savings account,.. >= 7 years,>= 35,none,>= 7 yrs,car or other,27,none,rent,2-3,unskilled - resident,0 to 2,False,False,0,1
918,male,divorced/separated,no checking account,24,no credits taken/all credits paid back duly,car (used),2359,... < 100 DM,unemployed,>= 35,none,< 1 yr,car or other,33,none,rent,1,skilled employee/official,0 to 2,False,False,1,1
130,female/male,female (non-single) or male (single),... < 0 DM,48,no credits taken/all credits paid back duly,others,8487,.. >= 1000 DM,4 <= ... < 7 years,>= 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,24,none,rent,1,skilled employee/official,0 to 2,False,False,0,0
998,male,married/widowed,no checking account,45,no credits taken/all credits paid back duly,furniture/equipment,1845,unknown/no savings account,1 <= ... < 4 years,< 20,none,>= 7 yrs,real estate,23,none,own,1,skilled employee/official,0 to 2,True,False,1,0
794,male,married/widowed,... >= 200 DM,24,no credits taken/all credits paid back duly,car (used),3062,100 <= ... < 500 DM,.. >= 7 years,< 20,none,4 <= ... < 7 yrs,real estate,32,none,for free,1,skilled employee/official,0 to 2,True,False,0,1
207,male,married/widowed,... < 0 DM,12,all credits at this bank paid back duly,radio/television,1424,unknown/no savings account,4 <= ... < 7 years,< 20,none,4 <= ... < 7 yrs,car or other,26,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
795,female/male,female (non-single) or male (single),... >= 200 DM,9,no credits taken/all credits paid back duly,car (used),2301,... < 100 DM,... < 1 year,25 <= ... < 35,none,>= 7 yrs,car or other,22,none,for free,1,skilled employee/official,0 to 2,False,False,0,0
285,female/male,female (non-single) or male (single),no checking account,47,no credits taken/all credits paid back duly,others,10722,unknown/no savings account,... < 1 year,>= 35,none,< 1 yr,unknown/no property,35,none,rent,1,unskilled - resident,0 to 2,True,False,0,1
335,male,divorced/separated,no checking account,6,all credits at this bank paid back duly,car (used),3384,unknown/no savings account,1 <= ... < 4 years,>= 35,none,>= 7 yrs,unknown/no property,44,none,for free,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
363,female,single,... >= 200 DM,6,no credits taken/all credits paid back duly,car (used),1766,unknown/no savings account,1 <= ... < 4 years,>= 35,none,1 <= ... < 4 yrs,car or other,21,none,for free,1,skilled employee/official,0 to 2,False,False,0,0
567,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,furniture/equipment,2578,500 <= ... < 1000 DM,.. >= 7 years,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,34,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
602,female/male,female (non-single) or male (single),... < 0 DM,24,critical account/other credits existing (not at this bank),repairs,1837,unknown/no savings account,4 <= ... < 7 years,< 20,none,>= 7 yrs,real estate,34,bank,own,1,unskilled - resident,0 to 2,False,False,1,1
947,male,married/widowed,... >= 200 DM,12,no credits taken/all credits paid back duly,others,2859,.. >= 1000 DM,unemployed,< 20,none,>= 7 yrs,real estate,38,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
829,male,married/widowed,... < 0 DM,48,existing credits paid back duly till now,retraining,6681,.. >= 1000 DM,1 <= ... < 4 years,< 20,none,>= 7 yrs,real estate,38,none,own,1,skilled employee/official,3 or more,True,False,0,1
970,male,married/widowed,... < 0 DM,15,no credits taken/all credits paid back duly,domestic appliances,1514,... < 100 DM,1 <= ... < 4 years,< 20,guarantor,1 <= ... < 4 yrs,unknown/no property,22,none,rent,1,skilled employee/official,0 to 2,False,False,0,0
68,male,married/widowed,... >= 200 DM,36,no credits taken/all credits paid back duly,repairs,1819,unknown/no savings account,1 <= ... < 4 years,< 20,none,>= 7 yrs,real estate,37,stores,own,1,skilled employee/official,0 to 2,True,False,1,1
780,male,married/widowed,... < 0 DM,39,all credits at this bank paid back duly,furniture/equipment,4933,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,guarantor,1 <= ... < 4 yrs,unknown/no property,25,none,rent,2-3,skilled employee/official,0 to 2,False,False,1,1
286,male,married/widowed,no checking account,48,no credits taken/all credits paid back duly,car (new),4788,unknown/no savings account,4 <= ... < 7 years,< 20,none,4 <= ... < 7 yrs,car or other,26,none,rent,1,skilled employee/official,3 or more,False,False,0,1
490,male,married/widowed,... >= 200 DM,12,all credits at this bank paid back duly,furniture/equipment,1934,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,1 <= ... < 4 yrs,real estate,26,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
781,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,others,1940,500 <= ... < 1000 DM,.. >= 7 years,< 20,none,>= 7 yrs,unknown/no property,60,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
881,male,divorced/separated,... >= 200 DM,24,no credits taken/all credits paid back duly,car (new),9277,.. >= 1000 DM,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,real estate,48,none,own,1,skilled employee/official,0 to 2,True,False,0,1
544,male,married/widowed,... >= 200 DM,12,all credits at this bank paid back duly,others,1255,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,unknown/no property,61,none,rent,2-3,unskilled - resident,0 to 2,False,False,0,1
777,female/male,female (non-single) or male (single),no checking account,18,no credits taken/all credits paid back duly,furniture/equipment,3509,unknown/no savings account,4 <= ... < 7 years,< 20,guarantor,< 1 yr,unknown/no property,25,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
231,male,married/widowed,... >= 200 DM,9,no credits taken/all credits paid back duly,others,2507,100 <= ... < 500 DM,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,real estate,51,none,own,1,unskilled - resident,0 to 2,False,False,0,1
719,female,single,... < 0 DM,20,delay in paying off in the past,car (new),6148,... < 100 DM,.. >= 7 years,20 <= ... < 25,none,>= 7 yrs,building society savings agreement/life insurance,31,bank,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
851,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,car (new),4042,.. >= 1000 DM,4 <= ... < 7 years,20 <= ... < 25,none,>= 7 yrs,car or other,43,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
